manifest	line	declaration	enabled	region	source_symbol	address	payload	conditions	resolved_address	newgold_definition	original_function	target_file	target_line	original_state	target_section	target_start	mapping	category	current_port_state	dependency	validation	map_line	notes
hooks	636	0012 hook_GrabIllusionBoxMonForHpBar 022651AE 3	True	0012	hook_GrabIllusionBoxMonForHpBar	0x022651AE	3		0x022651AE	asm/battle/battle_hooks.s:740	ov12_0226516C	src/battle/battle_hp_bar.c	1157	C	OVY_12	0x0226516C	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	84997	-
hooks	640	arm9 Save_CreateRoamerByID 020676EC 2	True	arm9	Save_CreateRoamerByID	0x020676EC	2	EXPAND_ROAMERS	0x020676EC	src/field_roamer.c:86	Save_CreateRoamerByID	src/field_roamer.c	174	C	main	0x020676EC	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	35519	-
hooks	641	arm9 RoamerLocationSetRandom 02067830 3	True	arm9	RoamerLocationSetRandom	0x02067830	3	EXPAND_ROAMERS	0x02067830	src/field_roamer.c:65	RoamerLocationSetRandom	src/field_roamer.c	236	C	main	0x02067830	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	35524	-
hooks	642	arm9 SpeciesToRoamerIdx 020677F4 1	True	arm9	SpeciesToRoamerIdx	0x020677F4	1	EXPAND_ROAMERS	0x020677F4	src/field_roamer.c:133	SpeciesToRoamerIdx	src/field_roamer.c	220	C	main	0x020677F4	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	35521	-
hooks	643	arm9 ScrCmd_CreateRoamer 02045264 1	True	arm9	ScrCmd_CreateRoamer	0x02045264	1	EXPAND_ROAMERS	0x02045264	src/script_new_cmds.c:34	ScrCmd_CreateRoamer	src/scrcmd_c.c	3441	C	main	0x02045264	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	26911	-
hooks	647	arm9 EncounterSlot_WildMonSlotRoll_Land 0224768C 0	True	arm9	EncounterSlot_WildMonSlotRoll_Land	0x0224768C	0		0x0224768C	src/field/encounter_check.c:20	EncounterSlot_WildMonSlotRoll_Land	src/field/encounter_check.c	632	C	OVY_2	0x0224768C	SEMANTIC TARGET; SOURCE REGION ERROR	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	63940	Exact name/address identify OVY_2, but manifest declares arm9; source installer writes arm9.bin. Bodies match vanilla C. Intended semantic target resolved; source installation anomaly, no behavioral change inferred.
hooks	648	arm9 EncounterSlot_WildMonSlotRoll_Surfing 02247720 0	True	arm9	EncounterSlot_WildMonSlotRoll_Surfing	0x02247720	0		0x02247720	src/field/encounter_check.c:51	EncounterSlot_WildMonSlotRoll_Surfing	src/field/encounter_check.c	662	C	OVY_2	0x02247720	SEMANTIC TARGET; SOURCE REGION ERROR	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	63942	Exact name/address identify OVY_2, but manifest declares arm9; source installer writes arm9.bin. Bodies match vanilla C. Intended semantic target resolved; source installation anomaly, no behavioral change inferred.
hooks	649	arm9 EncounterSlot_WildMonSlotRoll_Fishing 02247764 1	True	arm9	EncounterSlot_WildMonSlotRoll_Fishing	0x02247764	1		0x02247764	src/field/encounter_check.c:68	EncounterSlot_WildMonSlotRoll_Fishing	src/field/encounter_check.c	678	C	OVY_2	0x02247764	SEMANTIC TARGET; SOURCE REGION ERROR	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	63944	Exact name/address identify OVY_2, but manifest declares arm9; source installer writes arm9.bin. Bodies match vanilla C. Intended semantic target resolved; source installation anomaly, no behavioral change inferred.
hooks	650	arm9 EncounterSlot_WildMonSlotRoll_RockSmash 0224779C 0	True	arm9	EncounterSlot_WildMonSlotRoll_RockSmash	0x0224779C	0		0x0224779C	src/field/encounter_check.c:85	EncounterSlot_WildMonSlotRoll_RockSmash	src/field/encounter_check.c	694	C	OVY_2	0x0224779C	SEMANTIC TARGET; SOURCE REGION ERROR	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	63946	Exact name/address identify OVY_2, but manifest declares arm9; source installer writes arm9.bin. Bodies match vanilla C. Intended semantic target resolved; source installation anomaly, no behavioral change inferred.
hooks	651	arm9 EncounterSlot_WildMonSlotRoll_Headbutt 022477C0 0	True	arm9	EncounterSlot_WildMonSlotRoll_Headbutt	0x022477C0	0		0x022477C0	src/field/encounter_check.c:92	EncounterSlot_WildMonSlotRoll_Headbutt	src/field/encounter_check.c	700	C	OVY_2	0x022477C0	SEMANTIC TARGET; SOURCE REGION ERROR	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	63948	Exact name/address identify OVY_2, but manifest declares arm9; source installer writes arm9.bin. Bodies match vanilla C. Intended semantic target resolved; source installation anomaly, no behavioral change inferred.
hooks	653	0012 GetPokemon_CheckIfTrainer_hook 2246704 0	True	0012	GetPokemon_CheckIfTrainer_hook	0x02246704	0		0x02246704	asm/battle/battle_hooks.s:747	Task_GetPokemon	src/battle/battle_command.c	6645	C	OVY_12	0x022465A8	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81238	-
hooks	654	0012 GetPokemon_BallBlocked_hook 02247094 0	True	0012	GetPokemon_BallBlocked_hook	0x02247094	0		0x02247094	asm/battle/battle_hooks.s:762	Task_GetPokemon	src/battle/battle_command.c	6645	C	OVY_12	0x022465A8	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81238	-
hooks	655	0012 BattleSystem_AdjustMessageForSide 0223C558 2	True	0012	BattleSystem_AdjustMessageForSide	0x0223C558	2		0x0223C558	src/battle/battle_pokemon.c:528	BattleSystem_AdjustMessageForSide	src/battle/battle_system.c	1450	C	OVY_12	0x0223C558	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	80571	-
hooks	657	0012 PlayerTrainerVictoryBGM_hook 0224DA9E 3	True	0012	PlayerTrainerVictoryBGM_hook	0x0224DA9E	3		0x0224DA9E	asm/battle/battle_hooks.s:773	ov12_0224D7EC	src/battle/battle_controller_player.c	834	C	OVY_12	0x0224D7EC	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81489	-
armhooks	6	arm9 NNSi_SndArcLoadBank_hook 020CA058 5	True	arm9	NNSi_SndArcLoadBank_hook	0x020CA058	5		0x020CA058	asm/arm_hooks.s:6	NNSi_SndArcLoadBank	lib/asm/nnsys.s	26240	ASM	main	0x020CA054	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	46562	-
bytereplacement	9	0012 08012852 08	True	0012		0x08012852	08		0x0224A112		BattleControllerPlayer_UpdateMonCondition	src/battle/battle_controller_player.c	1173	C	OVY_12	0x02249CC4	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81352	-
bytereplacement	15	arm9 02078384 60 B4 C0 46	True	arm9		0x02078384	60 B4 C0 46	ALLOW_SAVE_CHANGES && ITEM_POCKET_EXPANSION	0x02078384		Bag_HasSpaceForItem	src/bag.c	144	C	main	0x02078384	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	38184	-
bytereplacement	18	arm9 020784B0 60 B4 C0 46	True	arm9		0x020784B0	60 B4 C0 46	ALLOW_SAVE_CHANGES && ITEM_POCKET_EXPANSION	0x020784B0		Bag_HasItem	src/bag.c	210	C	main	0x020784B0	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	38196	-
bytereplacement	24	arm9 020902B8 60 B4 C0 46	True	arm9		0x020902B8	60 B4 C0 46		0x020902B8		CanUseItemOnMonInParty	src/use_item_on_mon.c	219	C	main	0x020902B8	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	42184	-
bytereplacement	28	0015 08000036 50	True	0015		0x08000036	50		0x021F93B6		Bag_Init	asm/overlay_15.s	11	ASM	OVY_15	0x021F9380	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	95785	-
bytereplacement	29	0015 08000274 C0 10 00 00	True	0015		0x08000274	C0 10 00 00		0x021F95F4		Bag_Init	asm/overlay_15.s	11	ASM	OVY_15	0x021F9380	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	95785	-
bytereplacement	30	0015 08000BD0 AC	True	0015		0x08000BD0	AC		0x021F9F50		ov15_021F9F08	asm/overlay_15.s	1423	ASM	OVY_15	0x021F9F08	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	96023	-
bytereplacement	31	0015 08000C2C AC	True	0015		0x08000C2C	AC		0x021F9FAC		ov15_021F9F08	asm/overlay_15.s	1423	ASM	OVY_15	0x021F9F08	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	96023	-
bytereplacement	32	0015 08000C84 C0 0E 00 00	True	0015		0x08000C84	C0 0E 00 00		0x021FA004		ov15_021F9F08	asm/overlay_15.s	1423	ASM	OVY_15	0x021F9F08	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	96023	-
bytereplacement	33	0015 08000C8A AC	True	0015		0x08000C8A	AC		0x021FA00A		ov15_021FA008	asm/overlay_15.s	1560	ASM	OVY_15	0x021FA008	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	96028	-
bytereplacement	34	0015 08000CA2 FF	True	0015		0x08000CA2	FF		0x021FA022		ov15_021FA008	asm/overlay_15.s	1560	ASM	OVY_15	0x021FA008	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	96028	-
bytereplacement	35	0015 08000CAA AC	True	0015		0x08000CAA	AC		0x021FA02A		ov15_021FA028	asm/overlay_15.s	1580	ASM	OVY_15	0x021FA028	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	96031	-
bytereplacement	36	0015 08000CBC FF	True	0015		0x08000CBC	FF		0x021FA03C		ov15_021FA028	asm/overlay_15.s	1580	ASM	OVY_15	0x021FA028	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	96031	-
bytereplacement	37	0015 080060BE AC	True	0015		0x080060BE	AC		0x021FF43E		ov15_021FF364	asm/overlay_15.s	11998	ASM	OVY_15	0x021FF364	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	97448	-
bytereplacement	38	0015 080060DE AC	True	0015		0x080060DE	AC		0x021FF45E		ov15_021FF364	asm/overlay_15.s	11998	ASM	OVY_15	0x021FF364	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	97448	-
bytereplacement	39	0015 080060FA AC	True	0015		0x080060FA	AC		0x021FF47A		ov15_021FF364	asm/overlay_15.s	11998	ASM	OVY_15	0x021FF364	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	97448	-
bytereplacement	40	0015 080061B6 AC	True	0015		0x080061B6	AC		0x021FF536		ov15_021FF4EC	asm/overlay_15.s	12198	ASM	OVY_15	0x021FF4EC	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	97459	-
bytereplacement	41	0015 08006E40 C0 0E 00 00	True	0015		0x08006E40	C0 0E 00 00		0x022001C0		ov15_02200140	asm/overlay_15.s	13747	ASM	OVY_15	0x02200140	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	97686	-
bytereplacement	45	arm9 020CA054 60 00 2D E9	True	arm9		0x020CA054	60 00 2D E9		0x020CA054		NNSi_SndArcLoadBank	lib/asm/nnsys.s	26240	ASM	main	0x020CA054	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	46562	-
bytereplacement	48	arm9 0203DFF4 8A 02	True	arm9		0x0203DFF4	8A 02		0x0203DFF4		FieldSystem_New	src/field_system.c	139	C	main	0x0203DFE0	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	25701	-
bytereplacement	51	0001 02202C12 FF 29	True	0001		0x02202C12	FF 29		0x02202C12		ScrCmd_TutorMoveGetPrice	src/field/scrcmd_move_tutor.c	125	C	field	0x02202BD0	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	62449	-
bytereplacement	54	0112 021ED63C FF 7F 00 00	True	0112		0x021ED63C	FF 7F 00 00		0x021ED63C		ov112_021ED610	asm/overlay_112.s	15402	ASM	OVY_112	0x021ED610	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	202449	-
bytereplacement	55	0112 021ED668 FF 7F 00 00	True	0112		0x021ED668	FF 7F 00 00		0x021ED668		ov112_021ED640	asm/overlay_112.s	15429	ASM	OVY_112	0x021ED640	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	202452	-
bytereplacement	56	0112 021EFB10 FF 7F 00 00	True	0112		0x021EFB10	FF 7F 00 00		0x021EFB10		ov112_021EFAD4	asm/overlay_112.s	20094	ASM	OVY_112	0x021EFAD4	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	203274	-
bytereplacement	57	0112 021F126C FF 7F 00 00	True	0112		0x021F126C	FF 7F 00 00		0x021F126C		ov112_021F0F90	asm/overlay_112.s	22726	ASM	OVY_112	0x021F0F90	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	203682	-
bytereplacement	58	0112 021F323C FF 7F 00 00	True	0112		0x021F323C	FF 7F 00 00		0x021F323C		ov112_021F31D8	asm/overlay_112.s	27173	ASM	OVY_112	0x021F31D8	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	204283	-
bytereplacement	63	0002 02247424 00 B5 83 B0 00 20 00 90	True	0002		0x02247424	00 B5 83 B0 00 20 00 90	!IMPLEMENT_WILD_DOUBLE_BATTLES	0x02247424		FieldSystem_GenerateLandRegularEncounter	src/field/encounter_check.c	520	C	OVY_2	0x02247424	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	63917	-
bytereplacement	64	0002 022474E0 18 B5 83 B0 07 9C 00 2C 09 D0 01 23	True	0002		0x022474E0	18 B5 83 B0 07 9C 00 2C 09 D0 01 23	!IMPLEMENT_WILD_DOUBLE_BATTLES	0x022474E0		FieldSystem_GenerateSurfingEncounter	src/field/encounter_check.c	545	C	OVY_2	0x022474E0	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	63926	-
bytereplacement	65	0002 02248284 0B 20 00 21 09 F6 26 FB	True	0002		0x02248284	0B 20 00 21 09 F6 26 FB	!IMPLEMENT_WILD_DOUBLE_BATTLES	0x02248284		FieldSystem_CreateBattleSetupForWildBattle	src/field/encounter_check.c	1163	C	OVY_2	0x02248244	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	63991	-
bytereplacement	66	0002 02246E0E 28 1C 08 AA 01 F0 17 FA 04 E0	True	0002		0x02246E0E	28 1C 08 AA 01 F0 17 FA 04 E0	!IMPLEMENT_WILD_DOUBLE_BATTLES	0x02246E0E		FieldSystem_PerformLandOrSurfEncounterCheck	src/field/encounter_check.c	215	C	OVY_2	0x02246C8C	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	63907	-
bytereplacement	67	0012 022607BC 4A 28 0C D1 38 1C 02 21	True	0012		0x022607BC	4A 28 0C D1 38 1C 02 21	!IMPLEMENT_WILD_DOUBLE_BATTLES	0x022607BC		ov12_02260668	asm/overlay_12_battle_controller_opponent.s	15907	ASM	OVY_12	0x02260668	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	84071	-
bytereplacement	68	0012 0226328E 00 21 04 A8 41 70 81 70 C1 70	True	0012		0x0226328E	00 21 04 A8 41 70 81 70 C1 70	!IMPLEMENT_WILD_DOUBLE_BATTLES	0x0226328E		ov12_02263138	asm/overlay_12_battle_controller.s	2163	ASM	OVY_12	0x02263138	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	84623	-
bytereplacement	69	0008 02222CBC 22 30 00 78 01 28 0C D1	True	0008		0x02222CBC	22 30 00 78 01 28 0C D1	!IMPLEMENT_WILD_DOUBLE_BATTLES	0x02222CBC		ov08_02222B8C	asm/overlay_08.s	13426	ASM	OVY_8	0x02222B8C	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	77590	-
bytereplacement	75	0012 0224E998 B9 19 0A 54 40 1C 0A 54	True	0012		0x0224E998	B9 19 0A 54 40 1C 0A 54		0x0224E998		BattleSystem_GetBattleMon	src/battle/overlay_12_0224E4FC.c	46	C	OVY_12	0x0224E4FC	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81531	-
bytereplacement	79	arm9 02048510 70 B5 05 1C 80 30 00 68	True	arm9		0x02048510	70 B5 05 1C 80 30 00 68		0x02048510		ScrCmd_BufferItemName	src/scrcmd_strbuf.c	84	C	main	0x02048510	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	27378	-
bytereplacement	85	0012 0224688A A0 68 07 21 EC F7 67 FB 00 28	False	0012		0x0224688A	A0 68 07 21 EC F7 67 FB 00 28	!IMPLEMENT_CAPTURE_EXPERIENCE	0x0224688A		Task_GetPokemon	src/battle/battle_command.c	6645	C	OVY_12	0x022465A8	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81238	-
bytereplacement	86	0012 022463A0 5E 20 61 68 00 22 80 00	False	0012		0x022463A0	5E 20 61 68 00 22 80 00	!IMPLEMENT_CAPTURE_EXPERIENCE	0x022463A0		Task_GetExp	src/battle/battle_command.c	5992	C	OVY_12	0x02245898	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81228	-
bytereplacement	90	0012 0225848C 10	True	0012		0x0225848C	10		0x0225848C		ov12_02258440	src/battle/overlay_12_0224E4FC.c	2307	C	OVY_12	0x02258440	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81909	-
bytereplacement	93	arm9 0208C848 00 03 04 00 00 05 06 00	True	arm9		0x0208C848	00 03 04 00 00 05 06 00		0x0208C848		sub_0208C7F8	asm/unk_0208C3E4.s	550	ASM	main	0x0208C7F8	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	41395	-
bytereplacement	98	arm9 02088B60 20 21 DC 6C 26 1C 0E 42	False	arm9		0x02088B60	20 21 DC 6C 26 1C 0E 42	!IMPLEMENT_NEW_EV_IV_VIEWER	0x02088B60		sub_02088B40	asm/unk_02088288.s	1037	ASM	main	0x02088B40	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	40266	-
bytereplacement	99	arm9 0208D2C4 78 21 03 23 FF F7 D8 FA	False	arm9		0x0208D2C4	78 21 03 23 FF F7 D8 FA	!IMPLEMENT_NEW_EV_IV_VIEWER	0x0208D2C4		sub_0208D178	asm/unk_0208C3E4.s	1683	ASM	main	0x0208D178	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	41562	-
bytereplacement	107	0012 02245A28 28 F6 8A FD 64 28 00 D1	False	0012		0x02245A28	28 F6 8A FD 64 28 00 D1	!IMPLEMENT_LEVEL_CAP	0x02245A28		Task_GetExp	src/battle/battle_command.c	5992	C	OVY_12	0x02245898	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81228	-
bytereplacement	108	arm9 02070DB4 38 B5 82 B0 05 21 00 22	False	arm9		0x02070DB4	38 B5 82 B0 05 21 00 22	!IMPLEMENT_LEVEL_CAP	0x02070DB4		Pokemon_TryLevelUp	src/pokemon.c	2762	C	main	0x02070DB4	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	36751	-
bytereplacement	109	arm9 0208FEEA 64 28 05 D2 20 1C 8A F7 0C FE	False	arm9		0x0208FEEA	64 28 05 D2 20 1C 8A F7 0C FE	!IMPLEMENT_LEVEL_CAP	0x0208FEEA		CanUseItemOnPokemon	src/use_item_on_mon.c	14	C	main	0x0208FD9C	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	42182	-
bytereplacement	114	0068 08000002 12	True	0068		0x08000002	12		0x021E5902		MoveRelearner_Init	asm/overlay_68.s	8	ASM	OVY_68	0x021E5900	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	138791	-
bytereplacement	118	arm9 02054474 00	True	arm9		0x02054474	00	UPDATE_OVERWORLD_POISON	0x02054474		ApplyPoisonStep	src/script_pokemon_util.c	160	C	main	0x02054440	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	28636	-
bytereplacement	120	arm9 02054474 88	False	arm9		0x02054474	88	!UPDATE_OVERWORLD_POISON	0x02054474		ApplyPoisonStep	src/script_pokemon_util.c	160	C	main	0x02054440	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	28636	-
bytereplacement	124	0012 02240C66 03 20	True	0012		0x02240C66	03 20		0x02240C66		BtlCmd_TryEncore	src/battle/battle_command.c	2854	C	OVY_12	0x02240BB0	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	80864	-
bytereplacement	126	0012 0224099A 04 20	True	0012		0x0224099A	04 20		0x0224099A		BtlCmd_TryDisable	src/battle/battle_command.c	2774	C	OVY_12	0x022408FC	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	80855	-
bytereplacement	129	0012 02241F2E 03	True	0012		0x02241F2E	03		0x02241F2E		BtlCmd_CalcFuryCutterPower	src/battle/battle_command.c	3485	C	OVY_12	0x02241F10	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	80919	-
bytereplacement	133	arm9 0208CDE8 04	True	arm9		0x0208CDE8	04		0x0208CDE8		sub_0208CC88	asm/unk_0208C3E4.s	1101	ASM	main	0x0208CC88	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	41472	-
bytereplacement	135	0014 021F51E6 04	True	0014		0x021F51E6	04		0x021F51E6		ov14_021F5190	asm/overlay_14.s	31373	ASM	OVY_14	0x021F5190	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	94964	-
bytereplacement	137	0018 021E6C44 04	True	0018		0x021E6C44	04		0x021E6C44		ov18_021E6BB8	src/application/pokedex/ov18_021E5C40.c	1081	C	OVY_18	0x021E6BB8	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	98264	-
bytereplacement	138	0018 021EE796 04	True	0018		0x021EE796	04		0x021EE796		ov18_021EE75C	asm/overlay_18.s	540	ASM	OVY_18	0x021EE75C	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	98877	-
bytereplacement	139	0018 021EEC74 04	True	0018		0x021EEC74	04		0x021EEC74		ov18_021EEC34	asm/overlay_18.s	1129	ASM	OVY_18	0x021EEC34	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	98987	-
bytereplacement	140	0018 021F8D50 04	True	0018		0x021F8D50	04		0x021F8D50		ov18_021F8CCC	asm/overlay_18.s	21322	ASM	OVY_18	0x021F8CCC	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	101835	-
bytereplacement	143	arm9 0206E3C6 00 00 00 00	True	arm9		0x0206E3C6	00 00 00 00		0x0206E3C6		CalcMonStats	src/pokemon.c	314	C	main	0x0206E27C	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	36596	-
bytereplacement	144	arm9 0206E406 00 00 00 00	True	arm9		0x0206E406	00 00 00 00		0x0206E406		CalcMonStats	src/pokemon.c	314	C	main	0x0206E27C	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	36596	-
bytereplacement	145	arm9 0206E446 00 00 00 00	True	arm9		0x0206E446	00 00 00 00		0x0206E446		CalcMonStats	src/pokemon.c	314	C	main	0x0206E27C	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	36596	-
bytereplacement	146	arm9 0206E486 00 00 00 00	True	arm9		0x0206E486	00 00 00 00		0x0206E486		CalcMonStats	src/pokemon.c	314	C	main	0x0206E27C	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	36596	-
bytereplacement	147	arm9 0206E4C6 00 00 00 00	True	arm9		0x0206E4C6	00 00 00 00		0x0206E4C6		CalcMonStats	src/pokemon.c	314	C	main	0x0206E27C	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	36596	-
bytereplacement	153	arm9 020279E8 OFFSET_sectorCleanFlag	True	arm9		0x020279E8	OFFSET_sectorCleanFlag	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x020279E8		Save_GetSaveFilesStatus	src/save.c	429	C	main	0x020277D4	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19400	-
bytereplacement	154	arm9 02027CE8 OFFSET_lastGoodSector	True	arm9		0x02027CE8	OFFSET_lastGoodSector	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02027CE8		HandleWriteSaveAsync_NormalData	src/save.c	631	C	main	0x02027C18	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19419	-
bytereplacement	155	arm9 02027E2C OFFSET_saveSlotSpecs	True	arm9		0x02027E2C	OFFSET_saveSlotSpecs	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02027E2C		FlashClobberChunkFooter	src/save.c	724	C	main	0x02027DF8	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19430	-
bytereplacement	156	arm9 02027EEC 00 00 00 00	True	arm9		0x02027EEC	00 00 00 00	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02027EEC		SaveData_InitSubstructs	src/save.c	744	C	main	0x02027E5C	SYMBOL RANGE	unclassified patch/data	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19436	-
